940,0
942,1
944,2
946,2
948,0
950,3
952,3
954,1
956,1
958,1
960,1
962,3
964,3
966,2
968,2
970,3
972,1
974,0
976,0
978,0
980,1
982,0
984,0
986,0
988,0
990,2
992,0
994,4
996,0
998,3
1000,0
1002,0
1004,0
1006,0
1008,1
1010,1
1012,2
1014,2
1016,2
1018,1
1020,1
1022,1
1024,3
1026,0
1028,2
1030,0
1032,0
1034,0
1036,0
1038,0
1040,0
1042,2
1044,2
1046,2
1048,3
1050,1
1052,0
1054,0
1056,3
1058,0
1060,2
1062,3
1064,3
1066,0
1068,3
1070,1
1072,0
1074,2
1076,0
1078,0
1080,3
1082,3
1084,1
1086,2
1088,0
1090,0
1092,0
1094,0
1096,4
1098,1
1100,3
1102,0
1104,4
1106,3
1108,3
1110,2
1112,0
1114,3
1116,1
1118,1
1120,1
1122,4
1124,3
1126,1
1128,3
1130,4
1132,0
1134,2
1136,2
1138,0
1140,3
1142,1
1144,3
1146,4
1148,3
1150,0
1152,2
1154,3
1156,4
1158,3
1160,2
1162,4
1164,4
1166,3
1168,2
1170,1
1172,1
1174,3
1176,3
1178,0
1180,0
1182,0
1184,3
1186,3
1188,2
1190,0
1192,3
1194,1
1196,3
1198,3
1200,3
1202,3
1204,1
1206,0
1208,3
1210,0
1212,0
1214,3
1216,0
1218,2
1220,2
1222,2
1224,0
1226,1
1228,0
1230,0
1232,3
1234,0
1236,4
1238,0
1240,1
1242,4
1244,2
1246,4
1248,3
1250,4
1252,3
1254,4
1256,3
1258,0
1260,0
1262,3
1264,3
1266,3
1268,3
1270,0
1272,4
1274,0
1276,0
1278,2
1280,0
1282,0
1284,2
1286,1
1288,3
1290,4
1292,4
1294,0
1296,3
1298,3
1300,0
1302,0
1304,4
1306,4
1308,4
1310,4
1312,0
1314,0
1316,0
1318,4
1320,4
1322,3
1324,0
1326,0
1328,3
1330,4
1332,4
1334,4
1336,0
1338,4
1340,4
1342,4
1344,3
1346,4
1348,4
1350,4
1352,4
1354,4
1356,3
1358,4
1360,4
1362,4
1364,4
1366,4
1368,3
1370,3
1372,4
1374,4
1376,0
1378,3
1380,3
1382,4
1384,4
1386,0
1388,3
1390,4
1392,4
1394,0
1396,3
1398,3
1400,3
1402,4
1404,1
1406,3
1408,4
1410,4
1412,4
1414,4
1416,0
1418,3
1420,4
1422,4
1424,4
1426,3
1428,1
1430,4
1432,4
1434,0
1436,4
1438,4
1440,0
1442,0
1444,0
1446,2
1448,3
1450,4
1452,4
1454,3
1456,3
1458,4
1460,4
1462,3
1464,4
1466,3
1468,0
1470,0
1472,4
1474,0
1476,4
1478,3
1480,0
1482,0
1484,4
1486,4
1488,0
1490,4
1492,4
1494,4
1496,0
1498,4
1500,4
1502,4
1504,4
1506,3
1508,4
1510,4
1512,3
1514,3
1516,3
1518,0
1520,4
1522,0
1524,1
1526,4
1528,4
1530,4
1532,4
1534,4
1536,4
1538,3
1540,0
1542,4
1544,4
1546,4
1548,4
1550,4
1552,4
1554,4
1556,4
1558,3
1560,3
1562,4
1564,4
1566,4
1568,4
1570,4
1572,4
1574,4
1576,4
1578,3
1580,4
1582,4
1584,4
1586,4
1588,4
1590,4
1592,3
1594,4
1596,4
1598,3
1600,3
1602,3
1604,4
1606,4
1608,4
1610,4
1612,3
1614,4
1616,4
1618,4
1620,0
1622,4
1624,4
1626,4
1628,3
1630,3
1632,3
1634,4
1636,3
1638,3
1640,3
1642,3
1644,4
1646,3
1648,4
1650,3
1652,4
1654,4
1656,4
1658,4
1660,4
1662,4
1664,0
1666,4
1668,4
1670,4
1672,4
1674,4
1676,4
1678,4
1680,4
1682,4
1,1
3,2
5,2
7,1
9,1
11,2
13,1
15,2
17,2
19,1
21,2
23,1
25,2
27,2
29,2
31,2
33,2
35,0
37,4
39,2
41,2
43,2
45,1
47,1
49,2
51,2
53,1
55,1
57,1
59,1
61,1
63,2
65,1
67,2
69,2
71,2
73,2
75,0
77,2
79,2
81,1
83,1
85,2
87,1
89,1
91,1
93,1
95,2
97,2
99,1
101,2
103,0
105,0
107,1
109,2
111,2
113,3
115,1
117,2
119,3
121,2
123,2
125,2
127,1
129,1
131,1
133,1
135,1
137,1
139,2
141,1
143,2
145,2
147,2
149,3
151,1
153,1
155,2
157,1
159,2
161,2
163,1
165,1
167,2
169,1
171,1
173,1
175,1
177,1
179,1
181,2
183,1
185,1
187,1
189,1
191,1
193,1
195,1
197,1
199,1
201,1
203,1
205,1
207,1
209,1
211,1
213,1
215,2
217,2
219,2
221,1
223,1
225,2
227,2
229,2
231,2
233,2
235,1
237,2
239,2
241,2
243,0
245,2
247,4
249,2
251,1
253,1
255,2
257,2
259,2
261,0
263,0
265,2
267,0
269,1
271,2
273,1
275,1
277,2
279,1
281,2
283,1
285,1
287,1
289,2
291,2
293,1
295,2
297,1
299,2
301,2
303,1
305,1
307,2
309,2
311,1
313,2
315,1
317,1
319,1
321,1
323,2
325,2
327,2
329,2
331,2
333,2
335,0
337,3
339,2
341,0
343,2
345,1
347,2
349,0
351,0
353,0
355,2
357,1
359,2
361,0
363,0
365,2
367,1
369,0
371,2
373,0
375,0
377,0
379,2
381,1
383,0
385,2
387,1
389,2
391,0
393,2
395,0
397,0
399,2
401,2
403,2
405,2
407,0
409,2
411,2
413,0
415,2
417,2
419,1
421,1
423,1
425,1
427,1
429,1
431,2
433,1
435,1
437,4
439,4
441,2
443,1
445,1
447,1
449,2
451,2
453,0
455,2
457,0
459,1
461,1
463,1
465,2
467,1
469,1
471,2
473,1
475,1
477,2
479,1
481,1
483,1
485,1
487,1
489,1
491,1
493,1
495,1
497,1
499,1
501,1
503,1
505,1
507,1
509,1
511,1
513,1
515,1
517,1
519,1
521,1
523,1
525,1
527,1
529,1
531,1
533,1
535,2
537,1
539,2
541,2
543,1
545,0
547,3
549,2
551,0
553,2
555,4
557,1
559,2
561,2
563,0
565,0
567,0
569,2
571,0
573,2
575,2
577,3
579,0
581,2
583,1
585,0
587,1
589,1
591,2
593,1
595,2
597,2
599,4
601,1
603,1
605,1
607,1
609,1
611,1
613,1
615,1
617,1
619,2
621,0
623,2
625,2
627,2
629,1
631,1
633,1
635,3
637,2
639,1
641,1
643,4
645,1
647,1
649,1
651,1
653,1
655,1
657,1
659,1
661,1
663,1
665,2
667,0
669,0
671,1
673,1
675,1
677,4
679,2
681,0
683,0
685,2
687,0
689,2
691,2
693,1
695,3
697,1
699,2
701,1
703,1
705,1
707,1
709,1
711,3
713,2
715,1
717,2
719,0
721,2
723,2
725,0
727,1
729,2
731,2
733,3
735,2
737,1
739,2
741,1
743,0
745,1
747,2
749,2
751,2
753,1
755,2
757,4
759,0
761,2
763,2
765,2
767,3
769,0
771,0
773,3
775,2
777,4
779,0
781,2
783,0
785,2
787,2
789,1
791,0
793,3
795,0
797,0
799,3
801,0
803,3
805,1
807,0
809,2
811,1
813,1
815,2
817,4
819,0
821,0
823,2
825,2
827,2
829,0
831,0
833,2
835,3
837,1
839,4
841,2
843,2
845,2
847,1
849,2
851,4
853,1
855,1
857,4
859,0
861,4
863,1
865,3
867,3
869,0
871,0
873,2
875,3
877,0
879,2
881,0
883,0
885,0
887,1
889,3
891,3
893,0
895,2
897,4
899,0
901,0
903,1
905,2
907,4
909,3
911,3
913,3
915,2
917,0
919,1
921,1
923,1
925,2
927,3
929,2
931,0
933,3
935,3
937,2
939,2
941,2
943,2
945,1
947,1
949,1
951,2
953,2
955,1
957,4
959,1
961,1
963,1
965,1
967,2
969,1
971,1
973,0
975,2
977,0
979,1
981,4
983,0
985,2
987,4
989,0
991,0
993,2
995,3
997,0
999,0
1001,0
1003,4
1005,1
1007,1
1009,1
1011,1
1013,0
1015,0
1017,1
1019,1
1021,1
1023,0
1025,0
1027,4
1029,0
1031,4
1033,0
1035,2
1037,0
1039,1
1041,2
1043,0
1045,1
1047,2
1049,0
1051,2
1053,2
1055,0
1057,0
1059,3
1061,2
1063,2
1065,1
1067,1
1069,1
1071,3
1073,1
1075,0
1077,0
1079,0
1081,3
1083,0
1085,3
1087,4
1089,0
1091,2
1093,2
1095,0
1097,1
1099,3
1101,1
1103,1
1105,0
1107,3
1109,1
1111,3
1113,1
1115,1
1117,2
1119,2
1121,1
1123,3
1125,3
1127,0
1129,1
1131,3
1133,2
1135,2
1137,2
1139,2
1141,3
1143,1
1145,0
1147,1
1149,1
1151,0
1153,1
1155,3
1157,0
1159,3
1161,3
1163,2
1165,0
1167,2
1169,2
1171,3
1173,3
1175,3
1177,4
1179,0
1181,0
1183,0
1185,0
1187,3
1189,0
1191,0
1193,3
1195,3
1197,2
1199,1
1201,4
1203,1
1205,3
1207,0
1209,0
1211,3
1213,3
1215,0
1217,2
1219,0
1221,2
1223,3
1225,0
1227,4
1229,0
1231,0
1233,3
1235,4
1237,0
1239,0
1241,3
1243,0
1245,3
1247,4
1249,0
1251,1
1253,0
1255,3
1257,3
1259,4
1261,0
1263,0
1265,0
1267,2
1269,2
1271,0
1273,0
1275,4
1277,2
1279,0
1281,3
1283,0
1285,2
1287,4
1289,4
1291,0
1293,0
1295,0
1297,0
1299,0
1301,2
1303,0
1305,0
1307,4
1309,4
1311,3
1313,3
1315,2
1317,4
1319,3
1321,4
1323,4
1325,4
1327,0
1329,4
1331,3
1333,4
1335,3
1337,0
1339,4
1341,4
1343,4
1345,4
1347,4
1349,4
1351,3
1353,4
1355,0
1357,0
1359,4
1361,4
1363,4
1365,4
1367,3
1369,3
1371,4
1373,4
1375,3
1377,3
1379,3
1381,3
1383,4
1385,0
1387,4
1389,4
1391,4
1393,0
1395,3
1397,3
1399,0
1401,2
1403,3
1405,0
1407,0
1409,0
1411,0
1413,0
1415,0
1417,4
1419,0
1421,3
1423,4
1425,0
1427,4
1429,4
1431,0
1433,4
1435,0
1437,0
1439,0
1441,0
1443,0
1445,3
1447,4
1449,1
1451,1
1453,4
1455,4
1457,4
1459,0
1461,4
1463,4
1465,4
1467,4
1469,0
1471,0
1473,3
1475,3
1477,4
1479,3
1481,4
1483,2
1485,4
1487,4
1489,4
1491,4
1493,4
1495,0
1497,4
1499,3
1501,3
1503,0
1505,4
1507,4
1509,4
1511,4
1513,4
1515,4
1517,0
1519,4
1521,4
1523,4
1525,4
1527,0
1529,3
1531,0
1533,4
1535,3
1537,0
1539,4
1541,4
1543,4
1545,4
1547,4
1549,4
1551,4
1553,3
1555,0
1557,4
1559,4
1561,4
1563,4
1565,4
1567,4
1569,4
1571,4
1573,4
1575,4
1577,4
1579,4
1581,4
1583,4
1585,3
1587,4
1589,0
1591,0
1593,4
1595,4
1597,0
1599,4
1601,4
1603,4
1605,3
1607,3
1609,4
1611,4
1613,4
1615,0
1617,4
1619,4
1621,4
1623,3
1625,4
1627,4
1629,3
1631,3
1633,3
1635,3
1637,3
1639,3
1641,3
1643,3
1645,3
1647,3
1649,3
1651,3
1653,4
1655,4
1657,4
1659,4
1661,4
1663,4
1665,4
1667,4
1669,4
1671,4
1673,4
1675,4
1677,4
1679,4
1681,4
